Number,PCR Number,PCR Name,Proposer,Status,PCR Type,Change Request,Create On,Last Modified On,OTM,Product Category,Impacted Products,Product Name ,Current Status,Next CP,PKO,BC,SDV Entry,SDV Exit,SIT Entry,SIT Exit,SVT Entry,SVT Exit,SOVP Entry, SS,EOL/LOD Date,TPM,SL,OTM/ODT Leader,Project Name,Platform_y,FF,Platform_x,Segment,Brand,PCB,MB ,Region,Chassis
1014,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,QiTian M460,QiTian M460,SVT,2/23 -->2/6,2023-02-28,2023-09-05,2023-10-07,2023-11-24,2023-12-08,2/23 -->2/6,2024-02-26,2024-03-29,,2024-03-29,2026-03-31,Joyce Guo,ZhangjingP/Hesong Li,huangwj1,Milford_QT,Intel_RPL-S-R,TWR,RPL-S B760,Commercial,QiTian,New PCB3,MB3,PRC,13.6L
1015,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,QiTian M460c,Qitian M460c,Plan,2024-04-04,2023-11-28,2024-04-04,TBD,TBD,TBD,TBD,TBD,TBD,TBD,2024-7,,qianqiana,Songliang,hanjing7,TBD,Intel_RPL-R,SFF,RPL-S  B760 DDR5,Commercial,QiTian,New PCB3,TBD,PRC,8.2L
1016,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,QiTian M550,QiTian M550,SIT,2024-01-12,-,2023-10-30,2023-11-06,2024-01-12,2024-01-22,2024-05-24,2024-06-03,2024-06-21,,2024-07-05,2026-09-30,wangjf2,luoxl12,gaozhuo1,Dayton_QT,AMD_Phoenix_AM5,TWR,PHoenix Pro665,Commercial,QiTian,13.6 PCB,AM5,PRC,13.6L
1017,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,QiTian M660,QiTian M660,SIT,2024-01-29,2023-06-05,2023-10-16,2023-10-23,2024-01-29,2024-02-01,2024-04-30,2024-05-06,2024-05-24,,2024-05-31,2026-06-30,Elsa Li,Xihong Lin,huangwj1,Porto_QT-1.0,Intel_RPL-S-R,TWR,ADL-S Q670 PAYG,Commercial,QiTian,New PCB2,MB1,PRC,13.6L
1018,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M70q Gen 5,ThinkCentre M70q Gen 5,SIT,2024-01-08,2023-06-12,2023-10-16,2023-11-10,2024-01-08,2024-01-22,2024-04-26,2024-05-09,2024-06-10,,2024-07-16,2026-06-30,wangjy75,zouzhi1,tanxh2,Meknes_M_Tiny,Intel_RPL-S-R,Tiny,Intel ADL Q670,Commercial,ThinkCentre M,PCB2-DDR5*2,MB2:TCM,WW,1L
1019,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M70s Gen 5,ThinkCentre M70s Gen 5,SIT,2024-03-14,2023-02-28,2023-09-05,2023-10-07,2023-11-24,2023-12-13,2024-03-14,2024-03-15,2024-04-16,,2024-04-30,2026-03-30,Joyce Guo,Songhao Chen,zhangjn4,Meknes_M,Intel_RPL-S-R,SFF,ADL-S Q670 PAYG,Commercial,ThinkCentre M,New PCB3,MB1,WW,8.2L
1020,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M70t Gen 5,ThinkCentre M70t Gen 5,SIT,2024-03-14,2023-02-28,2023-09-05,2023-10-07,2023-11-24,2023-12-13,2024-03-14,2024-03-15,2024-04-16,,2024-04-30,2026-03-30,Joyce Guo,Songhao Chen,zhangjn4,Meknes_M,Intel_RPL-S-R,TWR,ADL-S Q670 PAYG,Commercial,ThinkCentre M,New PCB3,MB1,WW,13.6L
1021,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M755e,ThinkCentre M755e,SS,-,-,-,-,-,2023-09-08,2023-12-01,2023-12-04,2023-12-30,,2023-12-30,2024-12-31,qianqiana,Songliang,hanjing7,Exeter_KT,Intel_RPL-S,SFF,ADL-S  B660 -Refresh,Commercial,KaiTian,7.4 PCB 1,Bidding Box B660,PRC,7.4L
1022,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M75q Gen 5,ThinkCentre M75q Gen 5,SIT,2024-01-04,2023-02-06,2023-07-31,2023-10-20,2024-01-04,2024-01-10,2024-04-17,2024-04-24,2024-05-29,,2024-06-11,2026-06-30,yuanmei,chenlei38,tanxh2,Dayton,AMD_Phoenix AM5,Tiny,Phoenix Pro 600,Commercial,ThinkCentre M,New PCB,AM5,ROW,1L 
1023,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M75s Gen 5,ThinkCentre M75s Gen5,SIT,2024-05-10,2023-02-14,2023-08-29,2023-09-11,2023-12-15,2023-12-25,2024-05-10,2024-05-20,2024-06-14,,2024-06-28,2026-09-30,wangjf2,liangwh5,gaozhuo1,Dayton_SFF,AMD_Phoenix AM5,SFF,PHoenix Pro665,Commercial,ThinkCentre M,8.2 PCB,AM5,ROW,8.2L
1024,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M760e,ThinkCentre M760e,Plan,2024-04-04,2023-11-28,2024-04-04,TBD,TBD,TBD,TBD,TBD,TBD,TBD,2024-7,,qianqiana,Songliang,hanjing7,TBD,Intel_RPL-R,SFF,RPL-S  B760 DDR5,Commercial,KaiTian,New PCB3,TBD,PRC,8.2L
1025,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M760q,ThinkCentre M760q,SIT,2024-01-08,2023-06-12,2023-10-16,2023-11-10,2024-01-08,2024-01-22,2024-04-26,2024-05-09,2024-06-10,,2024-07-16,2026-06-30,wangjy75,zouzhi1,tanxh2,Meknes_PRC_Tiny,Intel_RPL-S-R,Tiny,Intel ADL Q670,Commercial,ThinkCentre M,PCB2-DDR5*2,MB2:TCM,PRC,1L
1026,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M760s,ThinkCentre M760s,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2025-09-30,kangxj2,Lingan Zhang,huangwj1,Meknes_M_PRC,Intel_RPL-S-R,SFF,ADL-S Q670 PAYG,Commercial,KaiTian,RPL PCB1(MSI),MB5(new),PRC,8.2L
1027,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M760t,ThinkCentre M760t,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2025-09-30,kangxj2,Lingan Zhang,huangwj1,Meknes_M_PRC,Intel_RPL-S-R,TWR,ADL-S Q670 PAYG,Commercial,KaiTian,RPL PCB1(MSI),MB5(new),PRC,17L
1028,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M90a Gen 5,ThinkCentre M90a Gen 5,SS,-,-,2023-07-11,,,2023-09-12,2023-11-28,2023-12-04,2024-01-02,,2024-01-16,2025-12-31,longyan1,,jiangping8,Minsk_M9,Intel_RPL-S-R,AIO,Intel RPL,Commercial,ThinkCentre M,,,ROW,
1029,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M90q Gen 5,ThinkCentre M90q Gen 5,SIT,2024-01-01,2023-06-12,2023-10-16,2023-10-23,2024-01-01,2024-01-22,2024-04-26,2024-06-03,2024-07-15,,2024-08-06,2026-06-30,wangjy75,zouzhi1,tanxh2,Patreksfjord_M_Tiny,Intel_RPL-S-R,Tiny,Intel ADL Q670,Commercial,ThinkCentre M,PCB1-DDR5*2,MB1:TCM,WW,1L
